[0103.93] Log: Obj List: obj list
[0103.93] Log: Objects:
[0103.93] Log: 
[0104.32] Log:                                                                                                 Class  Count   NumBytes   MaxBytes   ResBytes TrueResBytes
[0104.34] Log:                                                                    WillowSeqCond_GoStraightToMainMenu      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         HUDDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                               Behavior_ChangeAnyBehaviorSequenceState      3          0K          0K          0K          0K
[0104.34] Log:                                                                             Behavior_WeaponGlowEffect      3          0K          0K          0K          0K
[0104.34] Log:                                                                                AdvancedAxisDefinition      3          0K          0K          0K          0K
[0104.34] Log:                                                                         MarketplaceGFxMovieDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                Behavior_GetPlayerStat      3          0K          0K          0K          0K
[0104.34] Log:                                                                                    Behavior_PlaySound      3          0K          0K          0K          0K
[0104.34] Log:                                                                       WillowPawnInteractionDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                                     WillowPauseTicker      2          0K          0K          0K          0K
[0104.34] Log:                                                                     PlayerClassAttributeValueResolver      4          0K          0K          0K          0K
[0104.34] Log:                                                                        CurrencyAttributeValueResolver      4          0K          0K          0K          0K
[0104.34] Log:                                                                          ClassDropWeightValueResolver      4          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowVehicleControlDefinition      4          0K          0K          0K          0K
[0104.34] Log:                                                                                        FlagDefinition      3          0K          0K          0K          0K
[0104.34] Log:                                                                         DownloadableVehicleDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                    UIDataProvider_OnlinePartyChatList      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   WillowDialogManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                       DownloadableCharacterDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                              WillowVersusDuelBehavior      3          0K          0K          0K          0K
[0104.34] Log:                                                                                      MotionBlurEffect      2          0K          0K          0K          0K
[0104.34] Log:                                                                       Behavior_WeaponVisibleAmmoState      3          0K          0K          0K          0K
[0104.34] Log:                                                                                  Behavior_MeleeAttack      3          0K          0K          0K          0K
[0104.34] Log:                                                                              ParticleModuleKillHeight      2          0K          0K          0K          0K
[0104.34] Log:                                                                        FractalViewWanderingDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                        TurnDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowVersusDuelGlobals      1          0K          0K          0K          0K
[0104.34] Log:                                                                               ItemPickupGFxDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                 PlayerBehavior_SpawnCurrentProjectile      2          0K          0K          0K          0K
[0104.34] Log:                                                                                  QoSHandlerSteamworks      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     GbxMessageManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                  ObjectFunctionAttributeValueResolver      2          0K          0K          0K          0K
[0104.34] Log:                                                                                      SprintDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                              SpecialMove_FirstAndThirdPersonAnimation      1          0K          0K          0K          0K
[0104.34] Log:                                                                                            SeqVar_Int      2          0K          0K          0K          0K
[0104.34] Log:                                                                         GearboxEULAGFxMovieDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                AmbientOcclusionEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                        WillowInventoryManagerAttributeContextResolver      3          0K          0K          0K          0K
[0104.34] Log:                                                                           Behavior_RemoveInstanceData      2          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowGFxUIManagerDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 WillowAutoAimStrategy      1          0K          0K          0K          0K
[0104.34] Log:                                                                    UIDataProvider_OnlinePlayerStorage      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 CombatMusicParameters      1          0K          0K          0K          0K
[0104.34] Log:                                                                          UIDataProvider_SettingsArray      1          0K          0K          0K          0K
[0104.34] Log:                                                                              ParticleModuleSubUVMovie      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    LookAxisDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                    Behavior_SpawnFromPopulationSystem      1          0K          0K          0K          0K
[0104.34] Log:                                                                         Behavior_ChangeEnvironmentTag      2          0K          0K          0K          0K
[0104.34] Log:                                                                 ParticleModuleMeshRotationRate_Seeded      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    Behavior_UseObject      2          0K          0K          0K          0K
[0104.34] Log:                                                                            Behavior_ObjectClassSwitch      2          0K          0K          0K          0K
[0104.34] Log:                                                                    WillowOnlineGameSettings_DataStore      1          0K          0K          0K          0K
[0104.34] Log:                                                                              BodyClassDeathDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                           GearboxRenderTextureManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                             MarketingUnlockDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 PlayerBehavior_Reload      2          0K          0K          0K          0K
[0104.34] Log:                                                                                                Canvas      1          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowCalloutDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                                    TranslationContext      2          0K          0K          0K          0K
[0104.34] Log:                                                                    DownloadableContentOfferEnumerator      1          0K          0K          0K          0K
[0104.34] Log:                                                                               OnlineRecentPlayersList      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  SpecialMoveComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   TargetingDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                        GenericReviveMessageDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         SeqVar_Player      1          0K          0K          0K          0K
[0104.34] Log:                                                                           WillowPlayerPawnDataManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                            SparkInitializationProcess      1          0K          0K          0K          0K
[0104.34] Log:                                                                          GFxMovieDrawStyleSplitscreen      2          0K          0K          0K          0K
[0104.34] Log:                                                                       WillowAutoAimStrategyDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   UIDataStore_Strings      1          0K          0K          0K          0K
[0104.34] Log:                                                                          Behavior_AttemptStatusEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                                             ParticleModuleTrailSource      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         AIDebugCamera      1          0K          0K          0K          0K
[0104.34] Log:                                                                                       HitRegionHelper      2          0K          0K          0K          0K
[0104.34] Log:                                                                                        TargetableList      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     UIDataStore_Fonts      1          0K          0K          0K          0K
[0104.34] Log:                                                                                      GearboxAIFactory      1          0K          0K          0K          0K
[0104.34] Log:                                                                        EdgeDetectionPostProcessEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    WillowGFxUIManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  UIDataStore_Registry      1          0K          0K          0K          0K
[0104.34] Log:                                                                                              AkEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                                                          AkStateGroup      2          0K          0K          0K          0K
[0104.34] Log:                                                                                         AkSwitchGroup      2          0K          0K          0K          0K
[0104.34] Log:                                                                                 TextureRenderTarget2D      1          0K          0K       4556K       4556K
[0104.34] Log:                                                                                        GFxInteraction      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  InterpTrackInstEvent      2          0K          0K          0K          0K
[0104.34] Log:                                                                          GlobalAttributeValueResolver      2          0K          0K          0K          0K
[0104.34] Log:                                                                      GameInfoAttributeContextResolver      2          0K          0K          0K          0K
[0104.34] Log:                                                                          RandomAttributeValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                         MaterialExpressionTextureSampleParameterMovie      1          0K          0K          0K          0K
[0104.34] Log:                                                                    PopulationFactoryInteractiveObject      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 FrontendMenuGFxObject      1          0K          0K          0K          0K
[0104.34] Log:                                                                              PlayerManagerInteraction      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     SeqVar_ObjectList      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    HeightFogComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                               WillowScrollingListDataProviderFrontEnd      1          0K          0K          0K          0K
[0104.34] Log:                                                                             GearboxAccountEntitlement      1          0K          0K          0K          0K
[0104.34] Log:                                                                            WillowLevelTimerDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                        WindDirectionalSourceComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  Behavior_AttachActor      1          0K          0K          0K          0K
[0104.34] Log:                                                                          RuleEngineLoadBalanceManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                GearboxDialogComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 Behavior_GFxMoviePlay      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         Behavior_Kill      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    SeqVar_RandomFloat      1          0K          0K          0K          0K
[0104.34] Log:                                                                                        MaterialEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                                             SeqVar_PrimaryLocalPlayer      1          0K          0K          0K          0K
[0104.34] Log:                                                                      ConstraintAttributeValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                               InterpGroupInstDirector      1          0K          0K          0K          0K
[0104.34] Log:                                                                                       GFxMovieManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                            FXAAEffect      1          0K          0K          0K          0K
[0104.34] Log:                                                                            CameraModifier_CameraShake      1          0K          0K          0K          0K
[0104.34] Log:                                                                  TargetIteratorPrioritizeNearbyTarget      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         IniLocPatcher      1          0K          0K          0K          0K
[0104.34] Log:                                                                                       NPCLoadBalancer      1          0K          0K          0K          0K
[0104.34] Log:                                                                                Behavior_OpinionSwitch      1          0K          0K          0K          0K
[0104.34] Log:                                                            BehaviorSequenceEnableByMultipleConditions      1          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowSeqVar_DayNightCycleRate      1          0K          0K          0K          0K
[0104.34] Log:                                                                                WillowSeqVar_TimeOfDay      1          0K          0K          0K          0K
[0104.34] Log:                                                                TargetIteratorPrioritizeExposedTargets      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    TI_PrioritizeBonus      1          0K          0K          0K          0K
[0104.34] Log:                                                                TargetIteratorPrioritizePreviousTarget      1          0K          0K          0K          0K
[0104.34] Log:                                                                             DistributionFloatConstant      1          0K          0K          0K          0K
[0104.34] Log:                                                                          Behavior_StartAkAmbientSound      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    Behavior_SetStance      1          0K          0K          0K          0K
[0104.34] Log:                                                                               XnaForceFeedbackManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowTI_PrioritizeIdle      1          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowTI_PrioritizeAttacking      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 DamageOverTimeManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                           Behavior_StopAkAmbientSound      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  Behavior_SpecialMove      1          0K          0K          0K          0K
[0104.34] Log:                                                                                WillowLeviathanService      1          0K          0K          0K          0K
[0104.34] Log:                                                                              Behavior_SetNumBankSlots      1          0K          0K          0K          0K
[0104.34] Log:                                                                           Behavior_QueryDayNightCycle      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 FocusCameraDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                Behavior_FinishLifting      1          0K          0K          0K          0K
[0104.34] Log:                                                                    Behavior_AwardExperienceForMyDeath      1          0K          0K          0K          0K
[0104.34] Log:                                                                               Behavior_IsObjectPlayer      1          0K          0K          0K          0K
[0104.34] Log:                                                                             Behavior_GetClosestPlayer      1          0K          0K          0K          0K
[0104.34] Log:                                                                   ParticleModuleLocationEmitterDirect      1          0K          0K          0K          0K
[0104.34] Log:                                                            Behavior_UnlockCustomizationFromRewardPool      1          0K          0K          0K          0K
[0104.34] Log:                                                                           PlayerBehavior_ThrowGrenade      1          0K          0K          0K          0K
[0104.34] Log:                                                                                WillowTI_CalcDistances      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  PlayerBehavior_Melee      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   WillowTI_CalcThreat      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  WillowTI_CalcCanFire      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 WillowTI_CalcExposure      1          0K          0K          0K          0K
[0104.34] Log:                                                                       PhysicsStateExpressionEvaluator      1          0K          0K          0K          0K
[0104.34] Log:                                                                       ObjectPropertyFlagValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                                      ObjectSerializer      1          0K          0K          0K          0K
[0104.34] Log:                                                                              SkillExpressionEvaluator      1          0K          0K          0K          0K
[0104.34] Log:                                                                                            StringsTag      1          0K          0K          0K          0K
[0104.34] Log:                                                                         PlayerEventProviderDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         GBXObjectList      1          0K          0K          0K          0K
[0104.34] Log:                                                                               InterpTrackInstDirector      1          0K          0K          0K          0K
[0104.34] Log:                                                                             InterpTrackInstVisibility      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         WillowMapInfo      1          0K          0K          0K          0K
[0104.34] Log:                                                                         ObjectPropertyContextResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                                          GBXActorList      1          0K          0K          0K          0K
[0104.34] Log:                                                          ReadOnlyObjectPropertyAttributeValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                             PersistentGameDataManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                              EnvironmentTagDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                           WillowOnDemandPackageMarker      1          0K          0K          0K          0K
[0104.34] Log:                                                                      TargetableAttributeValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                       PostureStateExpressionEvaluator      1          0K          0K          0K          0K
[0104.34] Log:                                                                            ShopTimerRateValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                PlayThroughCountAttributeValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                             ChallengesPanelDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                       WillowInteractiveObjectAttributeContextResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                         WillowExposureUtilityStrategy      1          0K          0K          0K          0K
[0104.34] Log:                                                                                             LcdHelper      1          0K          0K          0K          0K
[0104.34] Log:                                                                    SkillExpressionEvaluatorDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                             UIManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                           RuleEngineFlagValueResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                                         ActorAttributeContextResolver      1          0K          0K          0K          0K
[0104.34] Log:                                                           GameReplicationInfoAttributeContextResolver      1          0K          0K          0K          0K
[0104.34] Log: 
[0104.34] Log: 177934 Objects (73.602M / 74.661M / 423.456M / 110.976M)
