[1342.46] Log: Obj List: obj list
[1342.46] Log: Objects:
[1342.46] Log: 
[1342.84] Log:                                                                                                 Class  Count   NumBytes   MaxBytes   ResBytes TrueResBytes
[1342.85] Log:                                                                                GearboxDialogComponent     14          1K          1K          0K          0K
[1342.85] Log:                                                                            FrontendGFxMovieDefinition      2          1K          1K          0K          0K
[1342.85] Log:                                                                          Behavior_AttemptStatusEffect     10          1K          1K          0K          0K
[1342.85] Log:                                                             EquippedInventoryAttributeContextResolver     24          1K          1K          0K          0K
[1342.85] Log:                                                                        SpecialMove_FirstPersonOffHand      8          1K          1K          0K          0K
[1342.85] Log:                                                                               SimpleMathValueResolver     16          1K          1K          0K          0K
[1342.85] Log:                                                                                SkillTreeGFxDefinition      1          1K          1K          0K          0K
[1342.85] Log:                                                                             InterpTrackInstVisibility     21          1K          1K          0K          0K
[1342.85] Log:                                                                                     InterpTrackToggle     10          1K          1K          0K          0K
[1342.85] Log:                                                                          BlackMarketUpgradeDefinition     10          1K          1K          0K          0K
[1342.85] Log:                                                                                    WillowRadarManager      1          1K          1K          0K          0K
[1342.85] Log:                                                                                       MeleeDefinition      5          1K          1K          0K          0K
[1342.85] Log:                                                                                     SkyLightComponent      4          1K          1K          0K          0K
[1342.85] Log:                                                                        WillowVendingMachineDefinition      1          1K          1K          0K          0K
[1342.85] Log:                                                                            GearboxDialogTemplateGroup      1          1K          1K          0K          0K
[1342.85] Log:                                                                             Behavior_ChangeVisibility     18          1K          1K          0K          0K
[1342.85] Log:                                                                         DownloadableItemSetDefinition      9          1K          1K          0K          0K
[1342.85] Log:                                                                                   PhysXParticleSystem      8          1K          1K          0K          0K
[1342.85] Log:                                                                         Behavior_SetExtraImpactEffect     16          1K          1K          0K          0K
[1342.85] Log:                                                                                  WillowAIDenComponent      3          1K          1K          0K          0K
[1342.85] Log:                                                                                      Behavior_SetFlag     10          1K          1K          0K          0K
[1342.85] Log:                                                                ParticleModuleAccelerationOverLifetime     10          1K          1K          0K          0K
[1342.85] Log:                                                                                  TradingGFxDefinition      1          1K          1K          0K          0K
[1342.85] Log:                                                                                     UIGameInfoSummary      3          1K          1K          0K          0K
[1342.85] Log:                                                                      ParticleModuleLocationBoneSocket     12          1K          1K          0K          0K
[1342.85] Log:                                                                                     WillowPlayerInput      1          1K          1K          0K          0K
[1342.85] Log:                                                                             Behavior_SkillCustomEvent     15          1K          1K          0K          0K
[1342.85] Log:                                                                           ProjectileBehavior_SetSpeed     15          1K          1K          0K          0K
[1342.85] Log:                                                             AttributeSlotEffectAttributeValueResolver     18          1K          1K          0K          0K
[1342.85] Log:                                                                               UIDataProvider_Settings      7          1K          1K          0K          0K
[1342.85] Log:                                                                                  SpecialMoveComponent      7          1K          1K          0K          0K
[1342.85] Log:                                                            WillowSeqAct_ToggleCinematicModeAffectsAll      3          1K          1K          0K          0K
[1342.85] Log:                                                                                     BlockingMeshActor      3          1K          1K          0K          0K
[1342.85] Log:                                                                                       VSSUIDefinition      4          1K          1K          0K          0K
[1342.85] Log:                                                                                    Behavior_SetAIFlag     14          1K          1K          0K          0K
[1342.85] Log:                                                                              MissionObjectiveKillInfo     15          1K          1K          0K          0K
[1342.85] Log:                                                                        Behavior_ActivateListenerSkill     15          1K          1K          0K          0K
[1342.85] Log:                                                                         PlayerChallengeListDefinition      3          1K          1K          0K          0K
[1342.85] Log:                                                                              WillowGameViewportClient      1          1K          1K          0K          0K
[1342.85] Log:                                                                                   WeaponScopeGFxMovie      1          1K          1K          0K          0K
[1342.85] Log:                                                                         VendingMachineExGFxDefinition      1          1K          1K          0K          0K
[1342.85] Log:                                                                                    LineBatchComponent      2          1K          1K          0K          0K
[1342.85] Log:                                                         MaterialExpressionTextureSampleParameterSubUV      9          1K          1K          0K          0K
[1342.85] Log:                                                                                                AkBank     16          1K          1K          0K          0K
[1342.85] Log:                                                                     Behavior_InterpolateFloatOverTime     12          1K          1K          0K          0K
[1342.85] Log:                                                               MissionObjectiveSetCollectionDefinition      4          1K          1K          0K          0K
[1342.85] Log:                                                                               WillowSeqAct_AIScripted      2          1K          1K          0K          0K
[1342.85] Log:                                                                       DownloadableExpansionDefinition      5          1K          1K          0K          0K
[1342.85] Log:                                                                                       InterpTrackFade      5          1K          1K          0K          0K
[1342.85] Log:                                                                        MissionWeaponBalanceDefinition     10          1K          1K          0K          0K
[1342.85] Log:                                                                         ParticleModuleVelocity_Seeded      4          1K          1K          0K          0K
[1342.85] Log:                                                                              Behavior_ChangeCollision     14          1K          1K          0K          0K
[1342.85] Log:                                                                               BulletListenerComponent      2          1K          1K          0K          0K
[1342.85] Log:                                                                          GBXNavMeshRenderingComponent      2          1K          1K          0K          0K
[1342.85] Log:                                                                                    OzBehavior_ArrayAt     11          1K          1K          0K          0K
[1342.85] Log:                                                                                   Behavior_SpawnDecal      8          1K          1K          0K          0K
[1342.85] Log:                                                                                   AssetLibraryManager      1          0K          1K          0K          0K
[1342.85] Log:                                                                             InterpTrackInstVectorProp     12          1K          1K          0K          0K
[1342.85] Log:                                                                          PlayerBehavior_ForceFeedback     12          1K          1K          0K          0K
[1342.85] Log:                                                                          OzParticleModuleLocationLine      6          1K          1K          0K          0K
[1342.85] Log:                                                                        Behavior_SetMaterialParameters      6          1K          1K          0K          0K
[1342.85] Log:                                                                                       DataStoreClient      1          0K          1K          0K          0K
[1342.85] Log:                                                                                InterpTrackAnimControl      4          1K          1K          0K          0K
[1342.85] Log:                                                                                      Behavior_Destroy     13          1K          1K          0K          0K
[1342.85] Log:                                                                           Behavior_PostProcessOverlay      3          1K          1K          0K          0K
[1342.85] Log:                                                                              WeaponScopeGFxDefinition      1          1K          1K          0K          0K
[1342.85] Log:                                                                DownloadableCustomizationSetDefinition      7          0K          0K          0K          0K
[1342.85] Log:                                                                               AIPawnBalanceDefinition      3          0K          0K          0K          0K
[1342.85] Log:                                                                           BlockingMeshCollectionActor      2          0K          0K          0K          0K
[1342.85] Log:                                                                                              AkSwitch     14          0K          0K          0K          0K
[1342.85] Log:                                                                              WillowOnlineGameSettings      1          0K          0K          0K          0K
[1342.85] Log:                                                                           InventoryListPanelGFxObject      1          0K          0K          0K          0K
[1342.85] Log:                                                                                          AnimNodeSlot      3          0K          0K          0K          0K
[1342.85] Log:                                                                                          AIDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                      PlayerBehavior_ToggleMeleeWeapon     12          0K          0K          0K          0K
[1342.85] Log:                                                                          OzMissionExpressionEvaluator     10          0K          0K          0K          0K
[1342.85] Log:                                                                            WillowGFxMovie3DDefinition      4          0K          0K          0K          0K
[1342.85] Log:                                                                                        TurnDefinition      8          0K          0K          0K          0K
[1342.85] Log:                                                                                 WillowAIDenDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                             SkillTreeBranchDefinition      4          0K          0K          0K          0K
[1342.85] Log:                                                                  UIDataProvider_OnlineProfileSettings      1          0K          0K          0K          0K
[1342.85] Log:                                                                                AnimNotify_DialogEvent     13          0K          0K          0K          0K
[1342.85] Log:                                                                       InputDeviceCollectionDefinition      7          0K          0K          0K          0K
[1342.85] Log:                                                                                 GFxTextListDefinition      3          0K          0K          0K          0K
[1342.85] Log:                                                                                      PlayerKillVolume      2          0K          0K          0K          0K
[1342.85] Log:                                                                                    WillowAIDefinition      1          0K          0K          0K          0K
[1342.85] Log:                                                                     ParticleModuleEventGeneratorDecal      5          0K          0K          0K          0K
[1342.85] Log:                                                                    WillowAnimNodeBlendThirdPersonMenu      3          0K          0K          0K          0K
[1342.85] Log:                                                                      DamageTypeAttributeValueResolver      7          0K          0K          0K          0K
[1342.85] Log:                                                                                        CameraAnimInst      2          0K          0K          0K          0K
[1342.85] Log:                                                                                  PopulationDefinition      7          0K          0K          0K          0K
[1342.85] Log:                                                                                GearboxDialogVar_Other      8          0K          0K          0K          0K
[1342.85] Log:                                                                          BadassAttributeValueResolver     14          0K          0K          0K          0K
[1342.85] Log:                                                                         DownloadablePackageDefinition      5          0K          0K          0K          0K
[1342.85] Log:                                                                                        SeqAct_AndGate      3          0K          0K          0K          0K
[1342.85] Log:                                                               Behavior_ChangeAnyBehaviorSequenceState     10          0K          0K          0K          0K
[1342.85] Log:                                                                            Behavior_WeaponBoneControl     10          0K          0K          0K          0K
[1342.85] Log:                                                                                      InterpTrackEvent      6          0K          0K          0K          0K
[1342.85] Log:                                                                                              TeamInfo      2          0K          0K          0K          0K
[1342.85] Log:                                                                                WillowNavigationHandle      1          0K          0K          0K          0K
[1342.85] Log:                                                                       WillowSeqCond_PlaythroughNumber      3          0K          0K          0K          0K
[1342.85] Log:                                                                                        RecentDropList      1          0K          0K          0K          0K
[1342.85] Log:                                                                                   EventFilter_OnTouch     12          0K          0K          0K          0K
[1342.85] Log:                                                                            Behavior_SetAnimSwitchNode      9          0K          0K          0K          0K
[1342.85] Log:                                                                         WillowDialogGlobalsDefinition      1          0K          0K          0K          0K
[1342.85] Log:                                                                                        SeqAct_SetBool      2          0K          0K          0K          0K
[1342.85] Log:                                                                            WillowMissionPickupSpawner      2          0K          0K          0K          0K
[1342.85] Log:                                                                                   InterpTrackDirector      5          0K          0K          0K          0K
[1342.85] Log:                                                                                 GearboxDialogPriority     13          0K          0K          0K          0K
[1342.85] Log:                                                                                          DecalManager      1          0K          0K          0K          0K
[1342.85] Log:                                                                      GameInfoAttributeContextResolver     13          0K          0K          0K          0K
[1342.85] Log:                                                                                  SeqAct_PlayBinkMovie      2          0K          0K          0K          0K
[1342.85] Log:                                                                                             ReachSpec      6          0K          0K          0K          0K
[1342.85] Log:                                                           Behavior_SpawnParticleSystemAtWorldLocation      6          0K          0K          0K          0K
[1342.85] Log:                                                                                 LawbringerActionSkill      1          0K          0K          0K          0K
[1342.85] Log:                                                                                                 Pylon      1          0K          0K          0K          0K
[1342.85] Log:                                                                         SkelControlLeftHandGripWeapon      3          0K          0K          0K          0K
[1342.85] Log:                                                     WeaponStatusEffectAttributePresentationDefinition      3          0K          0K          0K          0K
[1342.85] Log:                                                              SpecialMove_FirstAndThirdPersonAnimation      3          0K          0K          0K          0K
[1342.85] Log:                                                              PlayerBehavior_RegisterFastTravelStation     10          0K          0K          0K          0K
[1342.85] Log:                                                                              FastTravelStationsLookup      1          0K          0K          0K          0K
[1342.85] Log:                                                                                 SpecialMove_PhaseLock      4          0K          0K          0K          0K
[1342.85] Log:                                                                               Behavior_SimpleAnimStop      9          0K          0K          0K          0K
[1342.85] Log:                                                                                                AkRtpc     11          0K          0K          0K          0K
[1342.85] Log:                                                                                    Behavior_SetStance      9          0K          0K          0K          0K
[1342.85] Log:                                                                        WillowGFxThirdPersonDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                               WillowAnimNode_AimState      2          0K          0K          0K          0K
[1342.85] Log:                                                           WillowSeqAct_PrepareMapChangeFromDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                       Behavior_SetDualWieldBlendState      8          0K          0K          0K          0K
[1342.85] Log:                                                                           Behavior_RemoveInstanceData      8          0K          0K          0K          0K
[1342.85] Log:                                                                     WeaponEquippedExpressionEvaluator     12          0K          0K          0K          0K
[1342.85] Log:                                                                                     SeqAct_CameraFade      2          0K          0K          0K          0K
[1342.85] Log:                                                                             WillowDialogVar_Passenger      6          0K          0K          0K          0K
[1342.85] Log:                                                                            WillowAnimNode_ClimbLadder      3          0K          0K          0K          0K
[1342.85] Log:                                                                     PlayerClassAttributeValueResolver     12          0K          0K          0K          0K
[1342.85] Log:                                                                                     WillowEmitterPool      1          0K          0K          0K          0K
[1342.85] Log:                                                                      WeaponTypeAttributeValueResolver      7          0K          0K          0K          0K
[1342.85] Log:                                                                         OnlineGameInterfaceSteamworks      1          0K          0K          0K          0K
[1342.85] Log:                                                                                    Action_ScriptedNPC      2          0K          0K          0K          0K
[1342.85] Log:                                                                                 Behavior_GFxMoviePlay      7          0K          0K          0K          0K
[1342.85] Log:                                                                            ParticleModuleBeamModifier      3          0K          0K          0K          0K
[1342.85] Log:                                                                               Behavior_IsObjectPlayer      9          0K          0K          0K          0K
[1342.85] Log:                                                                   VehiclePassengerExpressionEvaluator     10          0K          0K          0K          0K
[1342.85] Log:                                                                                 WillowObstacleUtility      1          0K          0K          0K          0K
[1342.85] Log:                                                                              PlayerBehavior_ViewShake      5          0K          0K          0K          0K
[1342.85] Log:                                                                       Behavior_ChangeWeaponVisibility      8          0K          0K          0K          0K
[1342.85] Log:                                                                OzBehavior_SetForceDualWieldBlendState      8          0K          0K          0K          0K
[1342.85] Log:                                                                          WillowAnimNode_AddCameraBone      2          0K          0K          0K          0K
[1342.85] Log:                                                                       PopulationFactoryVendingMachine      3          0K          0K          0K          0K
[1342.85] Log:                                                                           WillowSeqAct_AIScriptedHold      2          0K          0K          0K          0K
[1342.85] Log:                                                                                PersistentSequenceData      5          0K          0K          0K          0K
[1342.85] Log:                                                                       PlayerActionExpressionEvaluator      8          0K          0K          0K          0K
[1342.85] Log:                                                                           WillowOnlineGameSearchBroad      1          0K          0K          0K          0K
[1342.85] Log:                                                                        WillowOnlineGameSearchSpecific      1          0K          0K          0K          0K
[1342.85] Log:                                                                      NxForceFieldCylindricalComponent      1          0K          0K          0K          0K
[1342.85] Log:                                                                            HUDScalingAnchorDefinition      9          0K          0K          0K          0K
[1342.85] Log:                                                                                    SpecialMove_Cringe      3          0K          0K          0K          0K
[1342.85] Log:                                                                       SkillTreeBranchLayoutDefinition      3          0K          0K          0K          0K
[1342.85] Log:                                                                                FastTravelSignGFxMovie      1          0K          0K          0K          0K
[1342.85] Log:                                                                            LevelStreamingAlwaysLoaded      4          0K          0K          0K          0K
[1342.85] Log:                                                                    ProjectileBehavior_SetHomingTarget      8          0K          0K          0K          0K
[1342.85] Log:                                                                                InterpTrackInstAkEvent     10          0K          0K          0K          0K
[1342.85] Log:                                                                 OffHandWeaponAttributeContextResolver     10          0K          0K          0K          0K
[1342.85] Log:                                                                             Behavior_StopMissionTimer      8          0K          0K          0K          0K
[1342.85] Log:                                                                   ActionSkillStateExpressionEvaluator     10          0K          0K          0K          0K
[1342.85] Log:                                                                                GearboxDialogEventData      5          0K          0K          0K          0K
[1342.85] Log:                                                                                 GFxMovieDrawStyleMesh      5          0K          0K          0K          0K
[1342.85] Log:                                                                Behavior_ReCalculateResourcePoolValues      8          0K          0K          0K          0K
[1342.85] Log:                                                                                   InterpGroupDirector      5          0K          0K          0K          0K
[1342.85] Log:                                                                          UIDataStore_OnlinePlayerData      1          0K          0K          0K          0K
[1342.85] Log:                                                                               SeqAct_StreamInTextures      1          0K          0K          0K          0K
[1342.85] Log:                                                                             BalanceModifierDefinition      1          0K          0K          0K          0K
[1342.85] Log:                                                                                     AnimNotify_Script      7          0K          0K          0K          0K
[1342.85] Log:                                                                       ProjectileBehavior_SetProximity      7          0K          0K          0K          0K
[1342.85] Log:                                                                          WillowOnlineGameSearchNarrow      1          0K          0K          0K          0K
[1342.85] Log:                                                                                    SkillEffectManager      1          0K          0K          0K          0K
[1342.85] Log:                                                                                    GearboxAccountData      1          0K          0K          0K          0K
[1342.85] Log:                                                                GearboxDialogAct_ObjectParameterSwitch      4          0K          0K          0K          0K
[1342.85] Log:                                                                                    SeqCond_CompareInt      1          0K          0K          0K          0K
[1342.85] Log:                                                                   PlayerTrainingMessageListDefinition      4          0K          0K          0K          0K
[1342.85] Log:                                                                                         SeqAct_AddInt      1          0K          0K          0K          0K
[1342.85] Log:                                                                                    SeqAct_SubtractInt      1          0K          0K          0K          0K
[1342.85] Log:                                                                                          LadderVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                                            SeqVar_Int      6          0K          0K          0K          0K
[1342.85] Log:                                                       OZPlayerBehavior_PlayAnimationOnMeleeWeaponMesh      6          0K          0K          0K          0K
[1342.85] Log:                                                               Behavior_SpawnFirstPersonParticleSystem      4          0K          0K          0K          0K
[1342.85] Log:                                                             AmmoResourceUpgradeAttributeValueResolver      8          0K          0K          0K          0K
[1342.85] Log:                                                                          WillowOnlineGameSearchCustom      1          0K          0K          0K          0K
[1342.85] Log:                                                                           Behavior_StatusEffectSwitch      7          0K          0K          0K          0K
[1342.85] Log:                                                                               Behavior_ReloadComplete      7          0K          0K          0K          0K
[1342.85] Log:                                                                                  DrawCapsuleComponent      1          0K          0K          0K          0K
[1342.85] Log:                                                                   ProjectileBehavior_SetStickyGrenade      7          0K          0K          0K          0K
[1342.85] Log:                                                                            NounAttributeValueResolver      7          0K          0K          0K          0K
[1342.85] Log:                                                                                     SeqAct_IsInVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                           Behavior_ClearStatusEffects      7          0K          0K          0K          0K
[1342.85] Log:                                                                                    InputSetDefinition      6          0K          0K          0K          0K
[1342.85] Log:                                                                       PopulationFactoryBalancedAIPawn      3          0K          0K          0K          0K
[1342.85] Log:                                                                          WillowDialogVar_InstanceData      4          0K          0K          0K          0K
[1342.85] Log:                                                                                    Behavior_PlaySound      6          0K          0K          0K          0K
[1342.85] Log:                                                                            Behavior_QueuePersonalEcho      6          0K          0K          0K          0K
[1342.85] Log:                                                                    OzBehavior_ForceSpreadStatusEffect      6          0K          0K          0K          0K
[1342.85] Log:                                                                                        OzBehavior_Gib      6          0K          0K          0K          0K
[1342.85] Log:                                                                                  DefaultPhysicsVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                                  WillowCoverComponent      5          0K          0K          0K          0K
[1342.85] Log:                                                                   OzBehavior_ActivateSkillWithGradeOf      5          0K          0K          0K          0K
[1342.85] Log:                                                                         SeqAct_DisplayTrainingMessage      1          0K          0K          0K          0K
[1342.85] Log:                                                                                      ChallengeManager      1          0K          0K          0K          0K
[1342.85] Log:                                                                    StatusEffectChanceModifierResolver      8          0K          0K          0K          0K
[1342.85] Log:                                                                                 ByteAttributeProperty      4          0K          0K          0K          0K
[1342.85] Log:                                                              BlackMarketUpgradeAttributeValueResolver      8          0K          0K          0K          0K
[1342.85] Log:                                                                                     GameUISceneClient      1          0K          0K          0K          0K
[1342.85] Log:                                                                    PopulationFactoryInteractiveObject      4          0K          0K          0K          0K
[1342.85] Log:                                                                                  InterpTrackColorProp      1          0K          0K          0K          0K
[1342.85] Log:                                                                                SeqAct_CommitMapChange      2          0K          0K          0K          0K
[1342.85] Log:                                                                        HealthStateExpressionEvaluator      7          0K          0K          0K          0K
[1342.85] Log:                                                                              BodyClassDeathDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                              QuestAcceptGFxDefinition      1          0K          0K          0K          0K
[1342.85] Log:                                                                                      WillowAIMoveNode      1          0K          0K          0K          0K
[1342.85] Log:                                                                                         WindowsClient      1          0K          0K          0K          0K
[1342.85] Log:                                                                                     WillowAIComponent      1          0K          0K          0K          0K
[1342.85] Log:                                                                         Behavior_SpawnAttachmentItems      3          0K          0K          0K          0K
[1342.85] Log:                                                                                     PackageReferencer      6          0K          0K          0K          0K
[1342.85] Log:                                                                              SeqEvent_TrainingMessage      1          0K          0K          0K          0K
[1342.85] Log:                                                                                 CreditsLineDefinition      4          0K          0K          0K          0K
[1342.85] Log:                                                                                      PostProcessChain      6          0K          0K          0K          0K
[1342.85] Log:                                                                                  WillowAnimNode_Audio      2          0K          0K          0K          0K
[1342.85] Log:                                                                                   Behavior_DamageArea      6          0K          0K          0K          0K
[1342.85] Log:                                                                             Behavior_GetClosestPlayer      6          0K          0K          0K          0K
[1342.85] Log:                                                                                    Behavior_Knockback      5          0K          0K          0K          0K
[1342.85] Log:                                                                           Behavior_DamageSourceSwitch      6          0K          0K          0K          0K
[1342.85] Log:                                                                                    GearboxDialogActor      1          0K          0K          0K          0K
[1342.85] Log:                                                                                 DynamicBlockingVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                                  PawnInteractionProxy      1          0K          0K          0K          0K
[1342.85] Log:                                                                         Behavior_SpawnLootAroundPoint      3          0K          0K          0K          0K
[1342.85] Log:                                                                             LightmassImportanceVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                               WillowTacticalMapVolume      1          0K          0K          0K          0K
[1342.85] Log:                                                                                VehicleLifetimeManager      1          0K          0K          0K          0K
[1342.85] Log:                                                                                  Behavior_AttachItems      4          0K          0K          0K          0K
[1342.85] Log:                                                                           WillowAIBlackboardComponent      1          0K          0K          0K          0K
[1342.85] Log:                                                                              SparkInterfaceSteamworks      1          0K          0K          0K          0K
[1342.85] Log:                                                               ResourcePoolStateAttributeValueResolver      7          0K          0K          0K          0K
[1342.85] Log:                                                                    ProjectileAttributeContextResolver      7          0K          0K          0K          0K
[1342.85] Log:                                                                    SkillExpressionEvaluatorDefinition      7          0K          0K          0K          0K
[1342.85] Log:                                                                                  WillowDamagePipeline      1          0K          0K          0K          0K
[1342.85] Log:                                                                             LocalizedStringDefinition      4          0K          0K          0K          0K
[1342.85] Log:                                                                                   Behavior_SpawnItems      2          0K          0K          0K          0K
[1342.85] Log:                                                                                      SpotLightMovable      1          0K          0K          0K          0K
[1342.85] Log:                                                                     StatusMenuInventoryPanelGFxObject      1          0K          0K          0K          0K
[1342.85] Log:                                                                                 Behavior_CallFunction      5          0K          0K          0K          0K
[1342.85] Log:                                                                        WillowAutoAimProfileDefinition      5          0K          0K          0K          0K
[1342.85] Log:                                                                    MarketingUnlockInventoryDefinition      2          0K          0K          0K          0K
[1342.85] Log:                                                                                   SeqCond_CompareBool      1          0K          0K          0K          0K
[1342.85] Log:                                                                                 TeleporterDestination      1          0K          0K          0K          0K
[1342.85] Log:                                                                                HoldingAreaDestination      1          0K          0K          0K          0K
[1342.85] Log:                                                                     OzInstanceDataExpressionEvaluator      6          0K          0K          0K          0K
[1342.85] Log:                                                                           FastTravelStationsListOrder      3          0K          0K          0K          0K
[1342.85] Log:                                                                                     PointLightMovable      1          0K          0K          0K          0K
[1342.85] Log:                                                                                   WillowDialogManager      1          0K          0K          0K          0K
[1342.85] Log:                                                                                  OzAirBoostDefinition      1          0K          0K          0K          0K
[1342.85] Log:                                                                                         SeqAct_SetInt      1          0K          0K          0K          0K
[1342.85] Log:                                                                      WillowOnlineGameSearch_DataStore      1          0K          0K          0K          0K
[1342.85] Log:                                                                                             HeightFog      1          0K          0K          0K          0K
